,income_78,edu_year,age,edu_level,income_at_23,ln_income_at_23
5489,12980.35,13,34,Post-Secondary,60661.23,11.01306
5490,8230.937,12,26,Secondary,38465.74,10.557523
5491,21944.24,16,24,Post-Secondary,102552.3,11.538128
5492,18037.13,11,40,Secondary,84293.15,11.342056
5493,18564.68,12,53,Secondary,86758.555,11.370884
5494,25564.67,12,30,Secondary,119471.695,11.690835
5495,19371.52,13,27,Post-Secondary,90529.164,11.413427
5496,5751.312,12,21,Secondary,26877.68,10.199052
5497,2826.891,12,41,Secondary,13210.946,9.488801
5498,25564.67,7,46,Secondary,119471.695,11.690835
5499,25564.67,18,32,Higher Edu,119471.695,11.690835
5500,24178.56,9,44,Secondary,112993.98,11.63509
5501,8938.768,12,48,Secondary,41773.656,10.640021
5502,135.9508,10,19,Secondary,635.34064,6.454161
5503,14904.35,12,21,Secondary,69652.69,11.151277
5504,15946.15,12,20,Secondary,74521.34,11.218841
5505,3892.332,10,16,Secondary,18190.084,9.808632
5506,4511.499,14,37,Post-Secondary,21083.646,9.956253
5507,20756.15,11,26,Secondary,96999.984,11.482466
5508,25564.67,16,46,Post-Secondary,119471.695,11.690835
5509,7407.843,12,39,Secondary,34619.164,10.452163
5510,13203.49,16,26,Post-Secondary,61704.04,11.030105
5511,25564.67,16,53,Post-Secondary,119471.695,11.690835
5512,1050.664,11,17,Secondary,4910.081,8.499045
5513,2240.233,8,37,Secondary,10469.309,9.256204
5514,25564.67,12,34,Secondary,119471.695,11.690835
5515,24642.57,11,34,Secondary,115162.44,11.6540985
5516,25564.67,12,38,Secondary,119471.695,11.690835
5517,25564.67,12,39,Secondary,119471.695,11.690835
5518,25564.67,16,29,Post-Secondary,119471.695,11.690835
5519,25564.67,12,38,Secondary,119471.695,11.690835
5520,23745.59,12,20,Secondary,110970.56,11.617021
5521,7455.131,4,28,Elementary,34840.156,10.458526
5522,18524.78,12,29,Secondary,86572.086,11.368732
5523,15443.72,12,21,Secondary,72173.33,11.186826
5524,4945.951,14,24,Post-Secondary,23113.977,10.048193
5525,25564.67,13,40,Post-Secondary,119471.695,11.690835
5526,9877.124,12,35,Secondary,46158.89,10.739845
5527,19299.11,12,25,Secondary,90190.77,11.409682
5528,25564.67,12,53,Secondary,119471.695,11.690835
5529,25564.67,12,46,Secondary,119471.695,11.690835
5530,25564.67,12,38,Secondary,119471.695,11.690835
5531,17852.41,12,28,Secondary,83429.89,11.331762
5532,25564.67,14,46,Post-Secondary,119471.695,11.690835
5533,25564.67,16,53,Post-Secondary,119471.695,11.690835
5534,25564.67,12,33,Secondary,119471.695,11.690835
5535,15000.4,12,28,Secondary,70101.56,11.157701
5536,24434.21,10,48,Secondary,114188.71,11.645608
5537,25564.67,12,31,Secondary,119471.695,11.690835
5538,16801.75,12,39,Secondary,78519.83,11.271107
5539,14670.87,12,42,Secondary,68561.56,11.135488
5540,22118.61,10,33,Secondary,103367.18,11.546042
5541,106.3963,6,25,Elementary,497.22318,6.209039
5542,21427.04,16,29,Post-Secondary,100135.25,11.514277
5543,21427.04,17,32,Higher Edu,100135.25,11.514277
5544,25564.67,13,38,Post-Secondary,119471.695,11.690835
5545,25564.67,16,30,Post-Secondary,119471.695,11.690835
5546,3528.811,9,16,Secondary,16491.236,9.710585
5547,20230.08,8,48,Secondary,94541.49,11.456794
5548,25564.67,10,39,Secondary,119471.695,11.690835
5549,10052.97,12,45,Secondary,46980.67,10.757492
5550,15501.35,7,45,Secondary,72442.66,11.190551
5551,25564.67,12,49,Secondary,119471.695,11.690835
5552,21079.77,12,23,Secondary,98512.35,11.497937
5553,15158.52,14,23,Post-Secondary,70840.5,11.168186
5554,20614.29,13,37,Post-Secondary,96337.016,11.475608
5555,16018.56,13,25,Post-Secondary,74859.734,11.2233715
5556,25564.67,18,26,Higher Edu,119471.695,11.690835
5557,25564.67,18,32,Higher Edu,119471.695,11.690835
5558,13447.31,12,48,Secondary,62843.48,11.048403
5559,25564.67,11,51,Secondary,119471.695,11.690835
5560,25564.67,12,32,Secondary,119471.695,11.690835
5561,21905.82,12,36,Secondary,102372.75,11.536376
5562,25564.67,12,32,Secondary,119471.695,11.690835
5563,17358.85,11,47,Secondary,81123.33,11.303726
5564,18356.32,12,48,Secondary,85784.82,11.359597
5565,25564.67,18,27,Higher Edu,119471.695,11.690835
5566,11669.61,14,24,Post-Secondary,54535.74,10.906611
5567,25564.67,16,23,Post-Secondary,119471.695,11.690835
5568,25564.67,12,36,Secondary,119471.695,11.690835
5569,22012.22,12,27,Secondary,102869.99,11.541222
5570,13067.54,15,53,Post-Secondary,61068.7,11.019754
5571,23252.03,11,35,Secondary,108664.0,11.596016
5572,24497.75,10,28,Secondary,114485.65,11.648205
5573,1421.573,10,51,Secondary,6643.455,8.801388
5574,25564.67,12,32,Secondary,119471.695,11.690835
5575,15154.09,16,29,Post-Secondary,70819.8,11.167894
5576,24447.51,12,31,Secondary,114250.86,11.646152
5577,25564.67,13,38,Post-Secondary,119471.695,11.690835
5578,25564.67,12,29,Secondary,119471.695,11.690835
5579,8387.576,12,24,Secondary,39197.766,10.576375
5580,5903.518,12,20,Secondary,27588.986,10.225172
5581,19715.83,12,28,Secondary,92138.24,11.431046
5582,22556.02,12,25,Secondary,105411.33,11.565625
5583,25564.67,18,42,Higher Edu,119471.695,11.690835
5584,25564.67,12,28,Secondary,119471.695,11.690835
5585,25564.67,17,30,Higher Edu,119471.695,11.690835
5586,25564.67,13,34,Post-Secondary,119471.695,11.690835
5587,25564.67,12,47,Secondary,119471.695,11.690835
5588,25564.67,12,30,Secondary,119471.695,11.690835
5589,21141.83,10,20,Secondary,98802.38,11.500877
5590,22068.37,7,48,Secondary,103132.39,11.543769
5591,3748.992,13,19,Post-Secondary,17520.21,9.771111
5592,8359.499,10,18,Secondary,39066.55,10.573022
5593,25564.67,12,37,Secondary,119471.695,11.690835
5594,25564.67,12,46,Secondary,119471.695,11.690835
5595,3703.183,11,18,Secondary,17306.133,9.758817
5596,2371.751,10,17,Secondary,11083.934,9.3132515
5597,24078.08,8,42,Secondary,112524.4,11.630925
5598,21938.33,12,31,Secondary,102524.68,11.537859
5599,2365.84,6,41,Elementary,11056.311,9.310757
5600,8817.594,12,22,Secondary,41207.37,10.626372
5601,25564.67,12,50,Secondary,119471.695,11.690835
5602,23325.91,8,44,Secondary,109009.27,11.599188
5603,10620.42,12,22,Secondary,49632.543,10.812402
5604,19955.22,10,48,Secondary,93256.984,11.443114
5605,25564.67,12,34,Secondary,119471.695,11.690835
5606,914.7127,11,22,Secondary,4274.7383,8.360478
5607,2082.117,16,23,Post-Secondary,9730.384,9.183008
5608,18538.08,17,23,Higher Edu,86634.24,11.369451
5609,25564.67,16,27,Post-Secondary,119471.695,11.690835
5610,12271.04,14,30,Post-Secondary,57346.406,10.956865
5611,6241.917,12,38,Secondary,29170.43,10.2809105
5612,23519.5,16,23,Post-Secondary,109913.98,11.607453
5613,25564.67,12,49,Secondary,119471.695,11.690835
5614,16065.84,10,51,Secondary,75080.695,11.226318
5615,25564.67,16,22,Post-Secondary,119471.695,11.690835
5616,12871.0,12,18,Secondary,60150.207,11.004601
5617,25564.67,12,31,Secondary,119471.695,11.690835
5618,25564.67,14,28,Post-Secondary,119471.695,11.690835
5619,12005.05,12,23,Secondary,56103.35,10.934951
5620,25564.67,13,45,Post-Secondary,119471.695,11.690835
5621,4919.352,12,20,Secondary,22989.67,10.0428
5622,19606.48,11,24,Secondary,91627.21,11.425484
5623,19028.69,12,37,Secondary,88927.016,11.395572
5624,25564.67,12,29,Secondary,119471.695,11.690835
5625,14430.0,17,26,Higher Edu,67435.9,11.118933
5626,13419.24,12,27,Secondary,62712.305,11.046313
5627,7806.829,12,27,Secondary,36483.754,10.504622
5628,19832.57,12,34,Secondary,92683.805,11.436949
5629,25564.67,12,55,Secondary,119471.695,11.690835
5630,25564.67,12,28,Secondary,119471.695,11.690835
5631,25564.67,16,26,Post-Secondary,119471.695,11.690835
5632,425.5853,12,23,Secondary,1988.8932,7.5953336
5633,25564.67,12,27,Secondary,119471.695,11.690835
5634,981.2104,12,18,Secondary,4585.503,8.4306555
5635,6794.587,13,20,Post-Secondary,31753.229,10.365749
5636,25564.67,12,53,Secondary,119471.695,11.690835
5637,14093.08,13,21,Post-Secondary,65861.37,11.095307
5638,16059.93,12,19,Secondary,75053.07,11.225951
5639,6136.998,9,35,Secondary,28680.111,10.263959
5640,25564.67,12,44,Secondary,119471.695,11.690835
5641,14811.25,18,30,Higher Edu,69217.6,11.145011
5642,20677.83,11,50,Secondary,96633.97,11.478685
5643,18706.54,12,21,Secondary,87421.51,11.378496
5644,22901.81,12,37,Secondary,107027.32,11.580839
5645,21461.02,12,36,Secondary,100294.055,11.5158615
5646,5547.386,12,27,Secondary,25924.67,10.1629505
5647,23690.91,12,26,Secondary,110715.03,11.614715
5648,17886.4,12,20,Secondary,83588.74,11.333664
5649,25564.67,12,33,Secondary,119471.695,11.690835
5650,19210.45,12,44,Secondary,89776.44,11.405078
5651,16170.76,13,19,Post-Secondary,75571.016,11.232828
5652,5845.886,13,20,Post-Secondary,27319.654,10.215362
5653,19825.18,12,23,Secondary,92649.266,11.436576
5654,24098.76,12,22,Secondary,112621.04,11.6317835
5655,3864.255,12,22,Secondary,18058.871,9.801393
5656,25564.67,12,33,Secondary,119471.695,11.690835
5657,25564.67,12,26,Secondary,119471.695,11.690835
5658,22706.75,12,40,Secondary,106115.74,11.572286
5659,25564.67,12,53,Secondary,119471.695,11.690835
5660,25564.67,13,20,Post-Secondary,119471.695,11.690835
5661,1895.923,8,24,Secondary,8860.241,9.08933
5662,7821.607,11,18,Secondary,36552.816,10.506514
5663,13707.39,14,51,Post-Secondary,64058.918,11.067558
5664,17577.56,12,20,Secondary,82145.44,11.316247
5665,9877.124,12,21,Secondary,46158.89,10.739845
5666,7357.601,8,30,Secondary,34384.37,10.445357
5667,5291.739,5,22,Elementary,24729.95,10.11577
5668,9846.092,7,21,Secondary,46013.867,10.736698
5669,7546.75,8,17,Secondary,35268.324,10.47074
5670,3146.08,12,42,Secondary,14702.616,9.59578
5671,16089.49,11,40,Secondary,75191.22,11.22779
5672,25564.67,12,46,Secondary,119471.695,11.690835
5673,3626.341,11,17,Secondary,16947.025,9.737847
5674,19500.08,16,26,Post-Secondary,91129.97,11.420042
5675,25035.64,12,37,Secondary,116999.375,11.669924
5676,25564.67,12,42,Secondary,119471.695,11.690835
5677,5980.359,12,18,Secondary,27948.088,10.238104
5678,8829.416,11,17,Secondary,41262.62,10.627712
5679,9158.949,12,27,Secondary,42802.633,10.664355
5680,23253.51,10,51,Secondary,108670.92,11.59608
5681,16040.72,7,48,Secondary,74963.3,11.224754
5682,9402.774,12,36,Secondary,43942.105,10.690628
5683,21861.49,12,52,Secondary,102165.58,11.53435
5684,24381.01,9,28,Secondary,113940.08,11.643428
5685,12854.74,9,50,Secondary,60074.22,11.003336
5686,11298.7,12,21,Secondary,52802.36,10.874311
5687,4026.805,10,19,Secondary,18818.518,9.842597
5688,1016.676,8,28,Secondary,4751.245,8.466162
5689,1439.306,14,21,Post-Secondary,6726.327,8.813785
5690,11130.24,16,32,Post-Secondary,52015.094,10.859289
5691,5639.005,12,18,Secondary,26352.832,10.179331
5692,19418.8,8,51,Secondary,90750.125,11.415865
5693,10976.55,15,23,Post-Secondary,51296.848,10.845385
5694,25564.67,12,44,Secondary,119471.695,11.690835
5695,25564.67,12,44,Secondary,119471.695,11.690835
5696,25564.67,16,28,Post-Secondary,119471.695,11.690835
5697,25564.67,18,25,Higher Edu,119471.695,11.690835
5698,6389.69,12,44,Secondary,29861.02,10.304309
5699,9492.916,12,18,Secondary,44363.363,10.70017
5700,20884.71,18,36,Higher Edu,97600.78,11.488641
5701,23767.75,13,28,Post-Secondary,111074.125,11.617953
5702,33.98771,11,18,Secondary,158.83519,5.0678673
5703,25564.67,16,50,Post-Secondary,119471.695,11.690835
5704,25564.67,13,42,Post-Secondary,119471.695,11.690835
5705,25378.48,13,45,Post-Secondary,118601.57,11.683525
5706,13512.33,16,47,Post-Secondary,63147.344,11.053226
5707,18619.35,12,30,Secondary,87014.04,11.373825
5708,25564.67,14,37,Post-Secondary,119471.695,11.690835
5709,25564.67,12,28,Secondary,119471.695,11.690835
5710,20704.43,16,24,Post-Secondary,96758.27,11.479971
5711,1561.957,17,37,Higher Edu,7299.5137,8.895563
5712,25564.67,2,36,Elementary,119471.695,11.690835
5713,22677.19,12,22,Secondary,105977.59,11.570983
5714,12944.88,14,29,Post-Secondary,60495.473,11.010324
5715,17264.28,10,36,Secondary,80681.375,11.298264
5716,25564.67,15,45,Post-Secondary,119471.695,11.690835
5717,14929.47,12,19,Secondary,69770.08,11.152961
5718,20544.83,12,54,Secondary,96012.414,11.472233
5719,23191.44,14,50,Post-Secondary,108380.85,11.593407
5720,25564.67,17,40,Higher Edu,119471.695,11.690835
5721,25564.67,18,45,Higher Edu,119471.695,11.690835
5722,418.1966,9,16,Secondary,1954.3634,7.57782
5723,25564.67,14,32,Post-Secondary,119471.695,11.690835
5724,25564.67,14,25,Post-Secondary,119471.695,11.690835
5725,5334.593,14,20,Post-Secondary,24930.22,10.1238365
5726,18580.93,11,18,Secondary,86834.49,11.371759
5727,9603.745,18,28,Higher Edu,44881.305,10.711777
5728,25564.67,16,25,Post-Secondary,119471.695,11.690835
5729,16414.59,12,41,Secondary,76710.51,11.247794
5730,16637.72,9,40,Secondary,77753.27,11.261296
5731,25564.67,14,26,Post-Secondary,119471.695,11.690835
5732,25564.67,13,45,Post-Secondary,119471.695,11.690835
5733,25564.67,12,21,Secondary,119471.695,11.690835
5734,24227.33,12,35,Secondary,113221.89,11.637105
5735,25564.67,8,50,Secondary,119471.695,11.690835
5736,16928.84,13,22,Post-Secondary,79113.76,11.278642
5737,1171.837,12,32,Secondary,5476.361,8.608196
5738,23367.29,11,43,Secondary,109202.65,11.600961
5739,19477.91,12,20,Secondary,91026.37,11.418904
5740,25564.67,12,31,Secondary,119471.695,11.690835
5741,25564.67,18,41,Higher Edu,119471.695,11.690835
5742,25564.67,17,39,Higher Edu,119471.695,11.690835
5743,25564.67,10,38,Secondary,119471.695,11.690835
5744,15644.69,12,42,Secondary,73112.53,11.199755
5745,25564.67,11,51,Secondary,119471.695,11.690835
5746,15950.58,10,16,Secondary,74542.05,11.219119
5747,25564.67,12,51,Secondary,119471.695,11.690835
5748,628.0338,9,16,Secondary,2934.9983,7.9844623
5749,8709.72,9,48,Secondary,40703.242,10.614063
5750,25564.67,12,46,Secondary,119471.695,11.690835
5751,12808.93,8,50,Secondary,59860.133,10.999766
5752,561.5361,8,19,Secondary,2624.2336,7.8725443
5753,25564.67,14,26,Post-Secondary,119471.695,11.690835
5754,21032.48,12,24,Secondary,98291.36,11.495691
5755,16933.27,14,22,Post-Secondary,79134.46,11.278904
5756,6386.734,18,27,Higher Edu,29847.205,10.303846
5757,15310.73,16,22,Post-Secondary,71551.83,11.178178
5758,14777.27,16,27,Post-Secondary,69058.805,11.142714
5759,25564.67,8,47,Secondary,119471.695,11.690835
5760,24208.12,10,50,Secondary,113132.11,11.636312
5761,20698.52,12,37,Secondary,96730.66,11.479686
5762,25564.67,16,29,Post-Secondary,119471.695,11.690835
5763,25564.67,12,43,Secondary,119471.695,11.690835
5764,25564.67,17,30,Higher Edu,119471.695,11.690835
5765,25016.43,12,51,Secondary,116909.6,11.669156
5766,25564.67,15,45,Post-Secondary,119471.695,11.690835
5767,18792.25,14,19,Post-Secondary,87822.06,11.383068
5768,25564.67,18,40,Higher Edu,119471.695,11.690835
5769,13999.98,11,21,Secondary,65426.285,11.088679
5770,22488.04,11,33,Secondary,105093.64,11.562607
5771,2609.665,10,19,Secondary,12195.78,9.408845
5772,25162.73,9,54,Secondary,117593.305,11.674988
5773,25564.67,14,30,Post-Secondary,119471.695,11.690835
5774,25564.67,10,21,Secondary,119471.695,11.690835
5775,12556.24,8,34,Secondary,58679.24,10.979841
5776,25564.67,8,46,Secondary,119471.695,11.690835
5777,14113.77,12,20,Secondary,65958.055,11.096774
5778,24267.23,9,35,Secondary,113408.36,11.63875
5779,14797.95,10,17,Secondary,69155.445,11.144113
5780,25564.67,9,51,Secondary,119471.695,11.690835
5781,25484.87,10,46,Secondary,119098.76,11.687708
5782,18617.88,17,23,Higher Edu,87007.18,11.373746
5783,9130.873,12,26,Secondary,42671.426,10.661284
5784,25564.67,14,29,Post-Secondary,119471.695,11.690835
5785,586.6575,11,34,Secondary,2741.6338,7.9163094
5786,20058.66,12,20,Secondary,93740.39,11.448284
5787,15777.69,6,21,Elementary,73734.08,11.2082205
5788,25282.42,17,34,Higher Edu,118152.66,11.679732
5789,22018.13,12,49,Secondary,102897.61,11.54149
5790,25564.67,12,32,Secondary,119471.695,11.690835
5791,25564.67,12,31,Secondary,119471.695,11.690835
5792,25564.67,18,49,Higher Edu,119471.695,11.690835
5793,2453.026,10,22,Secondary,11463.757,9.346946
5794,24317.47,17,28,Higher Edu,113643.14,11.640819
5795,25564.67,9,19,Secondary,119471.695,11.690835
5796,25564.67,12,23,Secondary,119471.695,11.690835
5797,25416.9,15,21,Post-Secondary,118781.125,11.685038
5798,25564.67,12,21,Secondary,119471.695,11.690835
5799,6027.647,12,33,Secondary,28169.078,10.24598
5800,25564.67,12,47,Secondary,119471.695,11.690835
5801,20864.02,12,19,Secondary,97504.086,11.48765
5802,25564.67,12,24,Secondary,119471.695,11.690835
5803,25564.67,16,41,Post-Secondary,119471.695,11.690835
5804,25564.67,9,49,Secondary,119471.695,11.690835
5805,25564.67,10,23,Secondary,119471.695,11.690835
5806,11672.56,12,33,Secondary,54549.52,10.906864
5807,25564.67,12,40,Secondary,119471.695,11.690835
5808,25564.67,9,49,Secondary,119471.695,11.690835
5809,16184.06,11,18,Secondary,75633.17,11.23365
5810,18552.86,11,48,Secondary,86703.31,11.370248
5811,25564.67,12,28,Secondary,119471.695,11.690835
5812,25564.67,12,49,Secondary,119471.695,11.690835
5813,17407.62,12,36,Secondary,81351.25,11.306532
5814,25564.67,12,53,Secondary,119471.695,11.690835
5815,24621.88,10,29,Secondary,115065.75,11.653259
5816,17033.75,12,20,Secondary,79604.04,11.284821
5817,19333.1,7,45,Secondary,90349.62,11.411442
5818,25564.67,12,20,Secondary,119471.695,11.690835
5819,25564.67,7,53,Secondary,119471.695,11.690835
5820,25564.67,12,28,Secondary,119471.695,11.690835
5821,25564.67,12,24,Secondary,119471.695,11.690835
5822,25106.57,9,25,Secondary,117330.85,11.672753
5823,20441.39,16,31,Post-Secondary,95529.01,11.467185
5824,5158.743,13,20,Post-Secondary,24108.42,10.090317
5825,23076.18,12,33,Secondary,107842.2,11.588425
5826,16609.65,8,17,Secondary,77622.086,11.259607
5827,25564.67,8,43,Secondary,119471.695,11.690835
5828,22477.7,12,51,Secondary,105045.32,11.562147
5829,11406.57,12,19,Secondary,53306.47,10.883813
5830,7607.336,9,17,Secondary,35551.46,10.478737
5831,3944.052,16,33,Post-Secondary,18431.79,9.821832
5832,12627.17,9,43,Secondary,59010.715,10.985475
5833,10386.94,12,25,Secondary,48541.42,10.790173
5834,16039.24,12,20,Secondary,74956.38,11.224662
5835,545.2811,8,53,Secondary,2548.2693,7.8431697
5836,3357.395,11,18,Secondary,15690.156,9.660789
5837,25564.67,13,38,Post-Secondary,119471.695,11.690835
5838,13934.96,8,44,Secondary,65122.426,11.084024
5839,25564.67,12,26,Secondary,119471.695,11.690835
5840,20008.42,12,40,Secondary,93505.6,11.445777
5841,25564.67,12,35,Secondary,119471.695,11.690835
5842,9249.091,12,20,Secondary,43223.895,10.674149
5843,9130.873,12,19,Secondary,42671.426,10.661284
5844,3985.429,15,22,Post-Secondary,18625.156,9.832269
5845,25564.67,16,29,Post-Secondary,119471.695,11.690835
5846,25564.67,12,37,Secondary,119471.695,11.690835
5847,12396.65,11,36,Secondary,57933.42,10.96705
5848,11214.47,7,30,Secondary,52408.723,10.866828
5849,25564.67,16,50,Post-Secondary,119471.695,11.690835
5850,2142.704,11,18,Secondary,10013.526,9.211692
5851,20930.52,12,52,Secondary,97814.86,11.490831
5852,19039.03,12,52,Secondary,88975.336,11.396114
5853,25564.67,10,52,Secondary,119471.695,11.690835
5854,23052.53,12,19,Secondary,107731.68,11.587399
5855,2364.363,18,45,Higher Edu,11049.408,9.310132
5856,22749.6,12,25,Secondary,106315.99,11.574171
5857,6825.619,12,28,Secondary,31898.252,10.370307
5858,747.7296,18,31,Higher Edu,3494.3743,8.15891
5859,25564.67,13,31,Post-Secondary,119471.695,11.690835
5860,25564.67,7,43,Secondary,119471.695,11.690835
5861,25514.43,8,33,Secondary,119236.91,11.688868
5862,16917.01,8,38,Secondary,79058.48,11.277943
5863,25564.67,8,40,Secondary,119471.695,11.690835
5864,25564.67,6,39,Elementary,119471.695,11.690835
5865,7630.98,9,17,Secondary,35661.957,10.48184
5866,5000.627,9,50,Secondary,23369.494,10.059187
5867,25564.67,12,34,Secondary,119471.695,11.690835
5868,8068.387,12,19,Secondary,37706.098,10.537577
5869,25564.67,12,47,Secondary,119471.695,11.690835
5870,9475.183,10,17,Secondary,44280.492,10.698299
5871,14255.63,14,24,Post-Secondary,66621.016,11.106775
5872,12025.74,14,22,Post-Secondary,56200.043,10.936673
5873,6073.456,9,55,Secondary,28383.158,10.2535515
5874,6073.456,12,20,Secondary,28383.158,10.2535515
5875,8628.445,15,32,Post-Secondary,40323.42,10.604688
5876,10757.85,14,21,Post-Secondary,50274.793,10.825259
5877,8488.061,14,24,Post-Secondary,39667.36,10.588284
5878,25564.67,16,28,Post-Secondary,119471.695,11.690835
5879,17865.71,15,23,Post-Secondary,83492.055,11.332507
5880,23421.97,12,33,Secondary,109458.195,11.603298
5881,25564.67,12,47,Secondary,119471.695,11.690835
5882,20775.36,14,35,Post-Secondary,97089.75,11.483391
5883,17880.49,11,35,Secondary,83561.125,11.333334
5884,14518.66,12,42,Secondary,67850.24,11.125058
5885,14879.23,12,26,Secondary,69535.3,11.14959
5886,3086.971,12,18,Secondary,14426.381,9.576814
5887,25564.67,18,55,Higher Edu,119471.695,11.690835
5888,21876.26,12,33,Secondary,102234.6,11.535026
5889,24116.5,14,25,Post-Secondary,112703.945,11.63252
5890,13767.98,12,20,Secondary,64342.08,11.071969
5891,25564.67,13,30,Post-Secondary,119471.695,11.690835
5892,25564.67,10,50,Secondary,119471.695,11.690835
5893,13552.23,12,22,Secondary,63333.81,11.056174
5894,12160.21,9,17,Secondary,56828.465,10.947793
5895,22898.85,14,43,Post-Secondary,107013.484,11.58071
5896,24299.74,14,46,Post-Secondary,113560.28,11.640089
5897,2812.114,12,32,Secondary,13141.888,9.48356
5898,18430.21,13,22,Post-Secondary,86130.14,11.363615
5899,23577.13,13,28,Post-Secondary,110183.305,11.6099
5900,25564.67,14,23,Post-Secondary,119471.695,11.690835
5901,25564.67,12,46,Secondary,119471.695,11.690835
5902,38.42089,9,27,Secondary,179.55284,5.1904697
5903,25564.67,12,24,Secondary,119471.695,11.690835
5904,9192.937,12,20,Secondary,42961.465,10.668058
5905,25564.67,14,26,Post-Secondary,119471.695,11.690835
5906,24075.12,15,52,Post-Secondary,112510.56,11.630802
5907,25564.67,7,28,Secondary,119471.695,11.690835
5908,13937.92,16,22,Post-Secondary,65136.258,11.084237
5909,25564.67,12,40,Secondary,119471.695,11.690835
5910,4781.923,18,41,Higher Edu,22347.42,10.014466
5911,9373.22,13,22,Post-Secondary,43803.99,10.68748
5912,4048.971,12,21,Secondary,18922.107,9.848086
5913,85.70814,9,20,Secondary,400.54092,5.992816
5914,19727.65,12,52,Secondary,92193.48,11.431644
5915,21901.39,9,44,Secondary,102352.05,11.536174
5916,16327.4,9,25,Secondary,76303.05,11.242468
5917,427.063,8,17,Secondary,1995.7988,7.5987997
5918,25564.67,6,47,Elementary,119471.695,11.690835
5919,1858.98,10,19,Secondary,8687.595,9.069652
5920,18710.97,12,51,Secondary,87442.22,11.378734
5921,2455.982,9,16,Secondary,11477.571,9.34815
5922,23721.94,8,33,Secondary,110860.04,11.616024
5923,11159.79,12,27,Secondary,52153.188,10.86194
5924,25564.67,6,46,Elementary,119471.695,11.690835
5925,14790.57,9,38,Secondary,69120.96,11.143613
5926,13549.27,12,35,Secondary,63319.973,11.055956
5927,16079.14,12,34,Secondary,75142.84,11.227146
5928,24740.1,12,33,Secondary,115618.22,11.658049
5929,1392.018,12,28,Secondary,6505.335,8.780378
5930,24573.12,9,34,Secondary,114837.87,11.651277
5931,14378.28,8,42,Secondary,67194.2,11.115342
5932,25564.67,11,32,Secondary,119471.695,11.690835
5933,25564.67,12,21,Secondary,119471.695,11.690835
5934,13787.19,10,32,Secondary,64431.85,11.073363
5935,14799.43,12,29,Secondary,69162.36,11.144212
5936,25564.67,12,25,Secondary,119471.695,11.690835
5937,14963.46,8,49,Secondary,69928.93,11.155234
5938,22563.41,13,26,Post-Secondary,105445.87,11.565953
5939,25564.67,12,20,Secondary,119471.695,11.690835
5940,4434.657,12,44,Secondary,20724.54,9.939074
5941,19231.13,12,50,Secondary,89873.086,11.406154
5942,25564.67,12,22,Secondary,119471.695,11.690835
5943,20518.23,12,25,Secondary,95888.11,11.470938
5944,25564.67,16,23,Post-Secondary,119471.695,11.690835
5945,1597.422,12,24,Secondary,7465.2524,8.918015
5946,15402.34,8,44,Secondary,71979.95,11.184143
5947,10301.23,10,17,Secondary,48140.87,10.781887
5948,25564.67,12,50,Secondary,119471.695,11.690835
5949,11799.65,12,28,Secondary,55143.457,10.917693
5950,25564.67,12,50,Secondary,119471.695,11.690835
5951,19665.59,12,24,Secondary,91903.45,11.4284935
5952,25564.67,12,28,Secondary,119471.695,11.690835
5953,5454.289,10,29,Secondary,25489.598,10.146026
5954,10388.42,9,31,Secondary,48548.336,10.790316
5955,15897.38,10,18,Secondary,74293.43,11.215777
5956,25564.67,12,35,Secondary,119471.695,11.690835
5957,22689.01,10,44,Secondary,106032.836,11.571505
5958,20469.47,13,52,Post-Secondary,95660.234,11.468558
5959,21540.82,16,22,Post-Secondary,100666.99,11.519573
5960,25564.67,17,27,Higher Edu,119471.695,11.690835
5961,25564.67,12,22,Secondary,119471.695,11.690835
5962,13742.86,12,28,Secondary,64224.684,11.070143
5963,19949.31,12,24,Secondary,93229.37,11.442818
5964,4564.697,17,54,Higher Edu,21332.256,9.967976
5965,3044.117,13,19,Post-Secondary,14226.11,9.562835
5966,9176.682,12,40,Secondary,42885.504,10.666289
5967,41.37634,10,24,Secondary,193.36456,5.2645774
5968,22653.55,8,37,Secondary,105867.125,11.569941
5969,16816.53,9,28,Secondary,78588.9,11.271986
5970,4851.376,12,28,Secondary,22671.996,10.028886
5971,14957.55,12,41,Secondary,69901.305,11.1548395
5972,25564.67,12,27,Secondary,119471.695,11.690835
5973,25564.67,18,27,Higher Edu,119471.695,11.690835
5974,24168.22,18,26,Higher Edu,112945.65,11.634662
5975,24746.01,16,25,Post-Secondary,115645.84,11.658288
5976,17324.87,14,27,Post-Secondary,80964.53,11.301766
5977,19198.62,12,24,Secondary,89721.15,11.404462
5978,25564.67,12,48,Secondary,119471.695,11.690835
5979,25564.67,12,47,Secondary,119471.695,11.690835
5980,17428.31,14,23,Post-Secondary,81447.945,11.307719
5981,1606.289,14,23,Post-Secondary,7506.6904,8.92355
5982,22986.04,12,47,Secondary,107420.945,11.584511
5983,4965.161,11,18,Secondary,23203.75,10.05207
5984,21681.2,16,40,Post-Secondary,101323.02,11.526069
5985,25564.67,16,25,Post-Secondary,119471.695,11.690835
5986,25564.67,16,23,Post-Secondary,119471.695,11.690835
5987,25564.67,12,54,Secondary,119471.695,11.690835
5988,4177.533,18,31,Higher Edu,19522.918,9.879344
5989,25564.67,18,27,Higher Edu,119471.695,11.690835
